month,portfolio_value,target,ppk,ikze,ike,oki,standard,dividend_tax,rebalancing_tax
2008-04,2770.512973796413,3120000.0,0.0,0.0,0.0,0.0,2770.512973796413,0.49400000000000005,0.0
2008-05,5319.458977960543,3120000.0,0.0,0.0,0.0,0.0,5319.458977960543,1.0271617632774435,0.0
2008-06,7235.574998313512,3120000.0,0.0,0.0,0.0,0.0,7235.574998313512,1.5088632897427805,0.0
2008-07,9332.309223371403,3120000.0,0.0,0.0,0.0,0.0,9332.309223371403,1.8418269787554002,0.0
2008-08,12917.07074735114,3120000.0,0.0,0.0,0.0,0.0,12917.07074735114,2.2189648739980803,0.0
2008-09,14606.248296409416,3120000.0,0.0,0.0,0.0,0.0,14606.248296409416,2.907533622049166,0.0
2008-10,17393.891517762986,3120000.0,0.0,0.0,0.0,0.0,17393.891517762986,3.158356193251345,0.0
2008-11,19140.611765413945,3120000.0,0.0,0.0,0.0,0.0,19140.611765413945,3.5871248993431517,0.0
2008-12,22975.87380923373,3120000.0,0.0,0.0,0.0,0.0,22975.87380923373,3.8482830274016866,0.0
2009-01,26810.052245414303,3274988.4754692134,0.0,0.0,0.0,0.0,26810.052245414303,4.883955865703701,0.0
2009-02,28789.217767842434,3274988.4754692134,0.0,0.0,0.0,0.0,28789.217767842434,5.566921423825981,0.0
2009-03,32642.98402454248,3274988.4754692134,0.0,0.0,0.0,0.0,32642.98402454248,5.863078678919695,0.0
2009-04,36372.571022516124,3274988.4754692134,0.0,0.0,0.0,0.0,36372.571022516124,6.685457634294996,0.0
2009-05,41154.15831691845,3274988.4754692134,0.0,0.0,0.0,0.0,41154.15831691845,7.510982402317149,0.0
2009-06,43203.43146041094,3274988.4754692134,0.0,0.0,0.0,0.0,43203.43146041094,8.549719699833565,0.0
2009-07,46297.248946982785,3274988.4754692134,0.0,0.0,0.0,0.0,46297.248946982785,8.913783410683147,0.0
2009-08,48878.95663970393,3274988.4754692134,0.0,0.0,0.0,0.0,48878.95663970393,9.590969238646803,0.0
2009-09,53930.67595775676,3274988.4754692134,0.0,0.0,0.0,0.0,53930.67595775676,10.106435480944857,0.0
2009-10,54910.448921349336,3274988.4754692134,0.0,0.0,0.0,0.0,54910.448921349336,11.175017536255798,0.0
2009-11,58151.3908235199,3274988.4754692134,0.0,0.0,0.0,0.0,58151.3908235199,11.292119642775178,0.0
2009-12,63686.13894112883,3274988.4754692134,0.0,0.0,0.0,0.0,63686.13894112883,11.97723801392865,46.9828183955412
2010-01,64921.831353422735,3393151.135989463,0.0,0.0,0.0,0.0,64921.831353422735,12.646542064174632,0.0
2010-02,69323.36236827588,3393151.135989463,0.0,0.0,0.0,0.0,69323.36236827588,12.75575020569775,0.0
2010-03,74602.86296154295,3393151.135989463,0.0,0.0,0.0,0.0,74602.86296154295,13.638197725159094,0.0
2010-04,78772.77257274454,3393151.135989463,0.0,0.0,0.0,0.0,78772.77257274454,14.770384306369037,0.0
2010-05,84351.09682223461,3393151.135989463,0.0,0.0,0.0,0.0,84351.09682223461,15.568741485014693,0.0
2010-06,86650.62058037725,3393151.135989463,0.0,0.0,0.0,0.0,86650.62058037725,16.483380323029735,0.0
2010-07,87863.20280334417,3393151.135989463,0.0,0.0,0.0,0.0,87863.20280334417,16.81492768493232,0.0
2010-08,89866.27373026127,3393151.135989463,0.0,0.0,0.0,0.0,89866.27373026127,17.1727887818447,0.0
2010-09,93252.53555357349,3393151.135989463,0.0,0.0,0.0,0.0,93252.53555357349,17.4262942756151,0.0
2010-10,97901.42360854162,3393151.135989463,0.0,0.0,0.0,0.0,97901.42360854162,18.249166175577287,0.0
2010-11,106560.32675778531,3393151.135989463,0.0,0.0,0.0,0.0,106560.32675778531,19.22316530327245,0.0
2010-12,110626.48019564012,3393151.135989463,0.0,0.0,0.0,0.0,110626.48019564012,20.918037988593454,44.56867724585999
2011-01,111974.49116102367,3581043.7932169903,0.0,0.0,0.0,0.0,111974.49116102367,21.594497886441033,0.0
2011-02,117663.25266153087,3581043.7932169903,0.0,0.0,0.0,0.0,117663.25266153087,21.800006576433667,0.0
2011-03,117988.09869862946,3581043.7932169903,0.0,0.0,0.0,0.0,117988.09869862946,22.97002553988792,0.0
2011-04,118841.60859628952,3581043.7932169903,0.0,0.0,0.0,0.0,118841.60859628952,22.910134610096367,0.0
2011-05,124025.759029017,3581043.7932169903,0.0,0.0,0.0,0.0,124025.759029017,23.0991935775525,0.0
2011-06,125614.89915086745,3581043.7932169903,0.0,0.0,0.0,0.0,125614.89915086745,24.034707231646795,0.0
2011-07,128882.05596064703,3581043.7932169903,0.0,0.0,0.0,0.0,128882.05596064703,24.21094274896977,0.0
2011-08,126707.56688509649,3581043.7932169903,0.0,0.0,0.0,0.0,126707.56688509649,24.721119014473864,0.0
2011-09,133614.2170670944,3581043.7932169903,0.0,0.0,0.0,0.0,133614.2170670944,23.93457583317552,0.0
2011-10,142342.38363557094,3581043.7932169903,0.0,0.0,0.0,0.0,142342.38363557094,24.894368313376795,0.0
2011-11,157699.7501062518,3581043.7932169903,0.0,0.0,0.0,0.0,157699.7501062518,26.9530239267542,0.0
2011-12,159318.38418264175,3581043.7932169903,0.0,0.0,0.0,0.0,159318.38418264175,29.96849982190888,134.02232117083074
2012-01,159945.5976210459,3698761.9361211727,0.0,0.0,0.0,0.0,159945.5976210459,30.85457311801159,0.0
2012-02,163370.66291500942,3698761.9361211727,0.0,0.0,0.0,0.0,163370.66291500942,31.069955284612814,0.0
2012-03,170288.08974220214,3698761.9361211727,0.0,0.0,0.0,0.0,170288.08974220214,31.857953182534253,0.0
2012-04,173431.9303214401,3698761.9361211727,0.0,0.0,0.0,0.0,173431.9303214401,33.26967179963204,0.0
2012-05,181231.13043209445,3698761.9361211727,0.0,0.0,0.0,0.0,181231.13043209445,33.80043384904311,0.0
2012-06,184544.15834629594,3698761.9361211727,0.0,0.0,0.0,0.0,184544.15834629594,34.99572865320777,0.0
2012-07,187085.01345917277,3698761.9361211727,0.0,0.0,0.0,0.0,187085.01345917277,35.78919881018207,0.0
2012-08,193674.0916275199,3698761.9361211727,0.0,0.0,0.0,0.0,193674.0916275199,36.25994637927269,0.0
2012-09,192554.5804869705,3698761.9361211727,0.0,0.0,0.0,0.0,192554.5804869705,37.66337045178278,0.0
2012-10,195068.46220836294,3698761.9361211727,0.0,0.0,0.0,0.0,195068.46220836294,37.425170481549664,0.0
2012-11,199516.26932987766,3698761.9361211727,0.0,0.0,0.0,0.0,199516.26932987766,37.835954610406326,0.0
2012-12,203869.34908839513,3698761.9361211727,0.0,0.0,0.0,0.0,203869.34908839513,38.74047617563655,71.39217283354769
2013-01,212426.2506586712,3830190.977938755,0.0,0.0,0.0,0.0,212426.2506586712,39.35518774447375,0.0
2013-02,220362.4930511444,3830190.977938755,0.0,0.0,0.0,0.0,220362.4930511444,41.269882210069625,0.0
2013-03,232613.36517212473,3830190.977938755,0.0,0.0,0.0,0.0,232613.36517212473,42.89140201121069,0.0
2013-04,235225.50652398006,3830190.977938755,0.0,0.0,0.0,0.0,235225.50652398006,45.522733243192576,0.0
2013-05,245884.7232040744,3830190.977938755,0.0,0.0,0.0,0.0,245884.7232040744,46.150207650512094,0.0
2013-06,245075.72128398195,3830190.977938755,0.0,0.0,0.0,0.0,245075.72128398195,48.350582978212415,0.0
2013-07,248564.49641332097,3830190.977938755,0.0,0.0,0.0,0.0,248564.49641332097,47.99255282465156,0.0
2013-08,248822.93852483376,3830190.977938755,0.0,0.0,0.0,0.0,248822.93852483376,48.89610624102643,0.0
2013-09,255893.25883479614,3830190.977938755,0.0,0.0,0.0,0.0,255893.25883479614,48.781170377887825,0.0
2013-10,261697.9555287045,3830190.977938755,0.0,0.0,0.0,0.0,261697.9555287045,50.49284146179102,0.0
2013-11,270838.62990253954,3830190.977938755,0.0,0.0,0.0,0.0,270838.62990253954,51.85999010935201,0.0
2013-12,272185.02417390054,3830190.977938755,0.0,0.0,0.0,0.0,272185.02417390054,53.84163758903663,380.34416997327094
2014-01,274723.3412113724,3955209.087915706,0.0,0.0,0.0,0.0,274723.3412113724,52.41366142425603,0.0
2014-02,281149.4334186351,3955209.087915706,0.0,0.0,0.0,0.0,281149.4334186351,52.526992938819234,0.0
2014-03,286775.9663665583,3955209.087915706,0.0,0.0,0.0,0.0,286775.9663665583,54.042579359270675,0.0
2014-04,293924.529281831,3955209.087915706,0.0,0.0,0.0,0.0,293924.529281831,55.11932752567333,0.0
2014-05,302201.37900580734,3955209.087915706,0.0,0.0,0.0,0.0,302201.37900580734,56.55405113251583,0.0
2014-06,310612.4476146445,3955209.087915706,0.0,0.0,0.0,0.0,310612.4476146445,58.27830405325793,0.0
2014-07,316249.79168640485,3955209.087915706,0.0,0.0,0.0,0.0,316249.79168640485,60.02259290711563,0.0
2014-08,334709.8753472709,3955209.087915706,0.0,0.0,0.0,0.0,334709.8753472709,60.96385056789531,0.0
2014-09,338659.9810343085,3955209.087915706,0.0,0.0,0.0,0.0,338659.9810343085,64.88251210693397,0.0
2014-10,350176.8358257801,3955209.087915706,0.0,0.0,0.0,0.0,350176.8358257801,65.31284861033262,0.0
2014-11,359113.5240390547,3955209.087915706,0.0,0.0,0.0,0.0,359113.5240390547,67.6695888595813,0.0
2014-12,369645.47557444545,3955209.087915706,0.0,0.0,0.0,0.0,369645.47557444545,69.49793570932565,298.2818251514394
2015-01,389402.79155983904,4100289.7596312147,0.0,0.0,0.0,0.0,389402.79155983904,70.93852645119834,0.0
2015-02,407949.90402736235,4100289.7596312147,0.0,0.0,0.0,0.0,407949.90402736235,74.89074279358948,0.0
2015-03,417941.57521560916,4100289.7596312147,0.0,0.0,0.0,0.0,417941.57521560916,79.15136021404929,0.0
2015-04,409083.9601794584,4100289.7596312147,0.0,0.0,0.0,0.0,409083.9601794584,81.03061568494083,0.0
2015-05,430005.89889408206,4100289.7596312147,0.0,0.0,0.0,0.0,430005.89889408206,79.28467704439564,0.0
2015-06,424121.6761597968,4100289.7596312147,0.0,0.0,0.0,0.0,424121.6761597968,83.61194612860614,0.0
2015-07,433375.8359602974,4100289.7596312147,0.0,0.0,0.0,0.0,433375.8359602974,82.0216034054165,0.0
2015-08,411241.12274971773,4100289.7596312147,0.0,0.0,0.0,0.0,411241.12274971773,83.94325965089533,0.0
2015-09,403104.5779015274,4100289.7596312147,0.0,0.0,0.0,0.0,403104.5779015274,78.52590489772126,0.0
2015-10,441427.91088705853,4100289.7596312147,0.0,0.0,0.0,0.0,441427.91088705853,76.3995690025984,0.0
2015-11,459082.0777111297,4100289.7596312147,0.0,0.0,0.0,0.0,459082.0777111297,85.0264660412534,0.0
2015-12,441332.5029894544,4100289.7596312147,0.0,0.0,0.0,0.0,441332.5029894544,88.58538391056342,131.052696554948
2016-01,442724.77353895886,4238248.271320383,0.0,0.0,0.0,0.0,442724.77353895886,84.54913155663417,0.0
2016-02,434169.7185941712,4238248.271320383,0.0,0.0,0.0,0.0,434169.7185941712,84.2116455200454,0.0
2016-03,438721.3380682623,4238248.271320383,0.0,0.0,0.0,0.0,438721.3380682623,82.19044531109543,0.0
2016-04,459274.5524333849,4238248.271320383,0.0,0.0,0.0,0.0,459274.5524333849,83.71262623155829,0.0
2016-05,470894.78216450184,4238248.271320383,0.0,0.0,0.0,0.0,470894.78216450184,88.06995285080053,0.0
2016-06,478901.4011352138,4238248.271320383,0.0,0.0,0.0,0.0,478901.4011352138,90.4473554949518,0.0
2016-07,492074.8101102969,4238248.271320383,0.0,0.0,0.0,0.0,492074.8101102969,92.02025753020514,0.0
2016-08,493794.36911140115,4238248.271320383,0.0,0.0,0.0,0.0,493794.36911140115,95.06748440691376,0.0
2016-09,495053.5450237109,4238248.271320383,0.0,0.0,0.0,0.0,495053.5450237109,95.35003826009562,0.0
2016-10,501550.51486336737,4238248.271320383,0.0,0.0,0.0,0.0,501550.51486336737,95.59360622028014,0.0
2016-11,535329.7117747522,4238248.271320383,0.0,0.0,0.0,0.0,535329.7117747522,96.65783608774349,0.0
2016-12,547667.3420159122,4238248.271320383,0.0,0.0,0.0,0.0,547667.3420159122,103.81574773639794,581.2931255138742
2017-01,547893.4056095817,4472726.374711888,0.0,0.0,0.0,0.0,547893.4056095817,104.875422352867,0.0
2017-02,566971.416765552,4472726.374711888,0.0,0.0,0.0,0.0,566971.416765552,105.10650173434522,0.0
2017-03,560144.8628014637,4472726.374711888,0.0,0.0,0.0,0.0,560144.8628014637,109.29090165151491,0.0
2017-04,561428.8139048493,4472726.374711888,0.0,0.0,0.0,0.0,561428.8139048493,107.84408266419402,0.0
2017-05,557331.2846679017,4472726.374711888,0.0,0.0,0.0,0.0,557331.2846679017,108.14871116774452,0.0
2017-06,560722.5934062541,4472726.374711888,0.0,0.0,0.0,0.0,560722.5934062541,107.36698641446269,0.0
2017-07,565826.8996122656,4472726.374711888,0.0,0.0,0.0,0.0,565826.8996122656,108.02381663234264,0.0
2017-08,565256.2923878802,4472726.374711888,0.0,0.0,0.0,0.0,565256.2923878802,109.25565070875993,0.0
2017-09,587831.6362898102,4472726.374711888,0.0,0.0,0.0,0.0,587831.6362898102,109.02312487159328,0.0
2017-10,602077.784162289,4472726.374711888,0.0,0.0,0.0,0.0,602077.784162289,113.90414064838923,0.0
2017-11,600822.3588411941,4472726.374711888,0.0,0.0,0.0,0.0,600822.3588411941,117.03783223324416,0.0
2017-12,599877.8295948772,4472726.374711888,0.0,0.0,0.0,0.0,599877.8295948772,116.83207181211041,647.2253800674923
2018-01,606809.4178186755,4775857.754362858,0.0,0.0,0.0,0.0,606809.4178186755,114.85593792301363,0.0
2018-02,602565.0902143349,4775857.754362858,0.0,0.0,0.0,0.0,602565.0902143349,116.88670435621377,0.0
2018-03,598409.4565538939,4775857.754362858,0.0,0.0,0.0,0.0,598409.4565538939,115.29550895785844,0.0
2018-04,615888.806900777,4775857.754362858,0.0,0.0,0.0,0.0,615888.806900777,114.10272247029492,0.0
2018-05,659582.4079955351,4775857.754362858,0.0,0.0,0.0,0.0,659582.4079955351,117.72413661575878,0.0
