month,portfolio_value,target,ppk,ikze,ike,oki,standard,dividend_tax,rebalancing_tax
1998-02,2751.5638650539854,3120000.0,0.0,0.0,0.0,0.0,2751.5638650539854,0.49400000000000005,0.0
1998-03,5514.4618525609785,3120000.0,0.0,0.0,0.0,0.0,5514.4618525609785,1.0215948410306064,0.0
1998-04,8106.3918979288555,3120000.0,0.0,0.0,0.0,0.0,8106.3918979288555,1.549433258238651,0.0
1998-05,10800.958925569803,3120000.0,0.0,0.0,0.0,0.0,10800.958925569803,2.0344265272410786,0.0
1998-06,13620.156652849291,3120000.0,0.0,0.0,0.0,0.0,13620.156652849291,2.5418657521406067,0.0
1998-07,16092.847405581153,3120000.0,0.0,0.0,0.0,0.0,16092.847405581153,3.076553212895015,0.0
1998-08,17803.365959956813,3120000.0,0.0,0.0,0.0,0.0,17803.365959956813,3.5278963165590973,0.0
1998-09,20080.784645914464,3120000.0,0.0,0.0,0.0,0.0,20080.784645914464,3.7960471748327915,0.0
1998-10,23644.077856203145,3120000.0,0.0,0.0,0.0,0.0,23644.077856203145,4.19736296178737,0.0
1998-11,27834.468987477416,3120000.0,0.0,0.0,0.0,0.0,27834.468987477416,4.90277897126001,0.0
1998-12,31752.71114691298,3120000.0,0.0,0.0,0.0,0.0,31752.71114691298,5.755073853849526,1.213187895692321
1999-01,37257.85045308677,4296145.027390298,0.0,0.0,0.0,0.0,37257.85045308677,6.7134685862837795,0.0
1999-02,42556.677611994484,4296145.027390298,0.0,0.0,0.0,0.0,42556.677611994484,7.8312248745933415,0.0
1999-03,48603.92234463815,4296145.027390298,0.0,0.0,0.0,0.0,48603.92234463815,8.897759540700438,0.0
1999-04,53500.513441430936,4296145.027390298,0.0,0.0,0.0,0.0,53500.513441430936,10.139794857089836,0.0
1999-05,55718.40064436671,4296145.027390298,0.0,0.0,0.0,0.0,55718.40064436671,11.106275070218905,0.0
1999-06,61287.335725110664,4296145.027390298,0.0,0.0,0.0,0.0,61287.335725110664,11.43426159395968,0.0
1999-07,63836.78592566871,4296145.027390298,0.0,0.0,0.0,0.0,63836.78592566871,12.555793512030359,0.0
1999-08,69188.20595445784,4296145.027390298,0.0,0.0,0.0,0.0,69188.20595445784,12.957842016496837,0.0
1999-09,74231.48523333068,4296145.027390298,0.0,0.0,0.0,0.0,74231.48523333068,14.022975003139198,0.0
1999-10,82601.98125846742,4296145.027390298,0.0,0.0,0.0,0.0,82601.98125846742,15.01013313161831,0.0
1999-11,90085.74524111325,4296145.027390298,0.0,0.0,0.0,0.0,90085.74524111325,16.784884033671705,0.0
1999-12,97390.27840800461,4296145.027390298,0.0,0.0,0.0,0.0,97390.27840800461,18.33974994476655,142.9768323414722
2000-01,98395.94412032035,4842545.885807872,0.0,0.0,0.0,0.0,98395.94412032035,19.29805492758534,0.0
2000-02,101937.38022688478,4842545.885807872,0.0,0.0,0.0,0.0,101937.38022688478,19.276971360417537,0.0
2000-03,111547.60236833013,4842545.885807872,0.0,0.0,0.0,0.0,111547.60236833013,19.850841960299647,0.0
2000-04,117723.92364819048,4842545.885807872,0.0,0.0,0.0,0.0,117723.92364819048,21.862052625241777,0.0
2000-05,118886.40935059404,4842545.885807872,0.0,0.0,0.0,0.0,118886.40935059404,23.053655442882203,0.0
2000-06,126543.22488611145,4842545.885807872,0.0,0.0,0.0,0.0,126543.22488611145,23.05035524974825,0.0
2000-07,126713.50757436725,4842545.885807872,0.0,0.0,0.0,0.0,126713.50757436725,24.585279755024295,0.0
2000-08,135378.496118436,4842545.885807872,0.0,0.0,0.0,0.0,135378.496118436,24.337911575351125,0.0
2000-09,137580.80699720423,4842545.885807872,0.0,0.0,0.0,0.0,137580.80699720423,26.09664308266537,0.0
2000-10,143344.8112209643,4842545.885807872,0.0,0.0,0.0,0.0,143344.8112209643,26.31569784124368,0.0
2000-11,135836.70041717798,4842545.885807872,0.0,0.0,0.0,0.0,135836.70041717798,27.375787256322695,0.0
2000-12,134015.3793705724,4842545.885807872,0.0,0.0,0.0,0.0,134015.3793705724,25.278803901451077,137.03006020220323
2001-01,140022.43750636166,5190015.248206924,0.0,0.0,0.0,0.0,140022.43750636166,26.27816556684858,0.0
2001-02,134724.41711369352,5190015.248206924,0.0,0.0,0.0,0.0,134724.41711369352,27.39408286731249,0.0
2001-03,132754.7182118164,5190015.248206924,0.0,0.0,0.0,0.0,132754.7182118164,25.820068185141718,0.0
2001-04,141760.68711098997,5190015.248206924,0.0,0.0,0.0,0.0,141760.68711098997,25.041633536142072,0.0
2001-05,146166.1620207089,5190015.248206924,0.0,0.0,0.0,0.0,146166.1620207089,26.865384250907155,0.0
2001-06,146753.5213846977,5190015.248206924,0.0,0.0,0.0,0.0,146753.5213846977,27.591915674750734,0.0
2001-07,156855.8095057961,5190015.248206924,0.0,0.0,0.0,0.0,156855.8095057961,27.41571172853533,0.0
2001-08,155762.9063017057,5190015.248206924,0.0,0.0,0.0,0.0,155762.9063017057,29.49503200469894,0.0
2001-09,149488.72651068048,5190015.248206924,0.0,0.0,0.0,0.0,149488.72651068048,28.91750505192897,0.0
2001-10,152861.27911040687,5190015.248206924,0.0,0.0,0.0,0.0,152861.27911040687,27.10535241911862,0.0
2001-11,164378.96191317245,5190015.248206924,0.0,0.0,0.0,0.0,164378.96191317245,27.590477655336603,0.0
2001-12,167130.9630177838,5190015.248206924,0.0,0.0,0.0,0.0,167130.9630177838,30.017148042843758,0.0
2002-01,174056.3157404041,5369640.093909592,0.0,0.0,0.0,0.0,174056.3157404041,32.60507598824794,0.0
2002-02,179154.39522461747,5369640.093909592,0.0,0.0,0.0,0.0,179154.39522461747,33.9599533024858,0.0
2002-03,187903.87273427407,5369640.093909592,0.0,0.0,0.0,0.0,187903.87273427407,34.878102478867405,0.0
2002-04,182279.0120268532,5369640.093909592,0.0,0.0,0.0,0.0,182279.0120268532,36.66068184131946,0.0
2002-05,189134.29496628072,5369640.093909592,0.0,0.0,0.0,0.0,189134.29496628072,35.02995060348007,0.0
2002-06,184923.27616261574,5369640.093909592,0.0,0.0,0.0,0.0,184923.27616261574,36.36409020574115,0.0
2002-07,181543.8721054549,5369640.093909592,0.0,0.0,0.0,0.0,181543.8721054549,35.07106471347073,0.0
2002-08,185761.49965181173,5369640.093909592,0.0,0.0,0.0,0.0,185761.49965181173,33.97310042715591,0.0
2002-09,174691.02719384318,5369640.093909592,0.0,0.0,0.0,0.0,174691.02719384318,34.680852162777725,0.0
2002-10,185278.44576845414,5369640.093909592,0.0,0.0,0.0,0.0,185278.44576845414,31.759353728242573,0.0
2002-11,196929.00884948796,5369640.093909592,0.0,0.0,0.0,0.0,196929.00884948796,33.983532302266475,0.0
2002-12,188193.66683633483,5369640.093909592,0.0,0.0,0.0,0.0,188193.66683633483,36.460250963372026,0.0
2003-01,187671.76541184148,5541461.7302277535,0.0,0.0,0.0,0.0,187671.76541184148,36.63419480618968,0.0
2003-02,193595.0049693033,5541461.7302277535,0.0,0.0,0.0,0.0,193595.0049693033,36.22841871184155,0.0
2003-03,203331.2449722816,5541461.7302277535,0.0,0.0,0.0,0.0,203331.2449722816,37.35326809967654,0.0
2003-04,213563.39080883536,5541461.7302277535,0.0,0.0,0.0,0.0,213563.39080883536,39.38372204628109,0.0
2003-05,222299.54749583715,5541461.7302277535,0.0,0.0,0.0,0.0,222299.54749583715,41.53208415764795,0.0
2003-06,239911.66647291934,5541461.7302277535,0.0,0.0,0.0,0.0,239911.66647291934,43.32539399554591,0.0
