month,portfolio_value,target,ppk,ikze,ike,oki,standard,dividend_tax,rebalancing_tax
2002-01,9308.520697951582,2850000.0,0.0,3949.9561163945264,5358.564581557055,0.0,0.0,0.0,0.0
2002-02,18878.306411120524,2850000.0,0.0,3964.6992594899752,6633.063684147404,8280.543467483147,0.0,0.0,0.0
2002-03,29043.082821059143,2850000.0,0.0,4057.2650550736635,6788.06237051418,18197.7553954713,0.0,0.0,0.0
2002-04,36534.02002295233,2850000.0,0.0,3847.152311244567,6435.939224929408,26250.928486778354,0.0,0.0,0.0
2002-05,46629.44863332355,2850000.0,0.0,3896.7641693946575,6518.976155607174,36213.708308321715,0.0,0.0,0.0
2002-06,53616.74557040888,2850000.0,0.0,3724.6365651960136,6230.501343193265,43661.6076620196,0.0,0.0,0.0
2002-07,60495.42765208354,2850000.0,0.0,3572.8233180679235,5976.061655391936,50946.54267862368,0.0,0.0,0.0
2002-08,69905.57339714727,2850000.0,0.0,3568.9326073461693,5969.462822950685,60367.17796685042,0.0,0.0,0.0
2002-09,72843.88029358006,2850000.0,0.0,3282.111088581659,5488.829065048054,64072.940139950355,0.0,0.0,0.0
2002-10,85209.61045184176,2850000.0,0.0,3393.240495264191,5674.947968045975,76141.4219885316,0.0,0.0,0.0
2002-11,98370.40871930443,2850000.0,0.0,3520.3756260281693,5887.885210403581,88962.14788287267,0.0,0.0,0.0
2002-12,100641.35137310138,2850000.0,0.0,3294.6042884293893,5509.542635525119,88811.95832117215,3025.246127974726,0.617521279999999,0.0
2003-01,107535.79598962291,2945570.1119862827,0.0,7263.521870102057,10866.30388608852,86461.36822749932,2944.602005933026,0.5747967643151979,0.0
2003-02,118172.59955868937,2945570.1119862827,0.0,7314.198244138008,12242.933790472329,95650.87623957894,2964.5912845000894,0.554663542251656,0.0
2003-03,131322.31969765533,2945570.1119862827,0.0,7504.4039667121615,12561.530705774254,108215.26378010213,3041.1212450667886,0.5584520654244635,0.0
2003-04,145767.72143711464,2945570.1119862827,0.0,7708.379827175235,12903.199722073137,122032.945364352,3123.1965235142857,0.5756908894357613,0.0
2003-05,158554.10442484778,2945570.1119862827,0.0,7855.323036021892,13149.318490171867,134367.33142645535,3182.1314721986605,0.5942691842218736,0.0
2003-06,178052.7524335197,2945570.1119862827,0.0,8306.617673610643,13905.346872515225,152476.48562156208,3364.302265831729,0.6073746694872872,0.0
2003-07,190459.18673540672,2945570.1119862827,0.0,8421.07270210712,14097.036642829265,164531.07588234177,3410.0015081285733,0.6497722393153049,0.0
2003-08,209610.01370705146,2945570.1119862827,0.0,8813.827552844881,14754.987179247471,182472.85836765548,3568.3406073036167,0.6597527381629108,0.0
2003-09,220120.61224939884,2945570.1119862827,0.0,8841.60264248897,14801.453327310352,192898.6640298626,3578.892249736923,0.696480095778748,0.0
2003-10,243758.60739574741,2945570.1119862827,0.0,9374.521872251444,15694.23328101551,214896.0165041984,3793.83573828206,0.6981027953020489,0.0
2003-11,252332.04429037223,2945570.1119862827,0.0,9328.083219569917,15616.361557390224,223613.2895343197,3774.309979092398,0.7482633911097355,0.0
2003-12,264724.9256568486,2945570.1119862827,0.0,9419.998483716681,15770.286408868744,228175.19300095853,11359.447763304608,2.1636218830823886,0.8922187062950132
2004-01,285416.7218757249,3066502.571933773,0.0,14281.438107213942,22479.303651696846,236865.9999148642,11789.980201949973,2.1584645965820717,0.0
2004-02,305595.5346608661,3066502.571933773,0.0,14762.653172284556,24626.60967301176,254021.27359116077,12184.99822440902,2.2575606756454527,0.0
2004-03,311518.3384878474,3066502.571933773,0.0,14561.611962022336,24291.44171493162,260648.57010201277,12016.714708880674,2.348203622737553,0.0
2004-04,326316.8001810191,3066502.571933773,0.0,14732.696452550903,24576.78021164393,274851.7335298689,12155.589986955383,2.305043888455355,0.0
2004-05,324111.9808830632,3066502.571933773,0.0,14187.96894839345,23668.5285493686,274551.616004987,11703.867380314226,2.3348156929447015,0.0
2004-06,335966.7988378545,3066502.571933773,0.0,14257.349893242917,23784.28079492402,286166.28992595105,11758.878223736561,2.2243017158626377,0.0
